,polarity,text
914,neutral,are you back from votting
941,negative,@JumiaKenya hello.i recently bought Tecno camon C7 from you.two months down the line it have developed Bluetooth malfunction.plz help
488,neutral,308815386
139,neutral,@JumiaKenya How much is Tecno Phantom tab?
430,positive,Thank you.
934,neutral,Paying for goods after you have them on your hands
758,negative,"@JumiaKenya Kindly update me on status of order 301131186, the online tracking hasn't updated since 10th August."
637,neutral,What's the update on my order?
1250,negative,So a month later and no delivery?i thought the order is in your warehse...Jumia WTH is this?
323,neutral,@JumiaKenya please confirm for me if the Order #308988476 is available at @Posta_Kenya Narok branch
1373,neutral,302764996
1772,positive,thanks a lot ..so I hope I will get assistance because am coming from far outside Nairobi .thankyou
854,negative,That's been the narrative for the past one week.
806,neutral,309582932
1224,negative,"Then they called on Monday and said they would deliver during the day. They didn't. Today, we got a message saying the order was canceled."
1211,negative,"It's okay, but that would be past 4 days."
418,neutral,@JumiaKenya Follow for DM
147,negative,then that fee is higher than expected 2500
1290,neutral,Order number 305729646
1068,negative,I want to talk to a customer care not this automated because i have specific qstns want to ask!
97,negative,@JumiaKenya i need to buy HOT 4LITE now!!
254,negative,@JumiaKenya More than 21 working days before you respond to a returned product. You can as well refund the money if you don't have a replace
298,neutral,"@JumiaKenya hello,,,do you award potential customers??"
1673,negative,"@JumiaKenya ,We had agreed that you cancel my item order number 308574986.I've just been called this morning by one of your messangers"
596,positive,Thank you!!
553,neutral,@JumiaKenya Please what is the status of Order #309921386 of 15/08/17
987,negative,I had an issue on how to activate the Airtel 1GB Data bundles for the Airtel sleek phone I bought from you.
525,neutral,"Hi BEN, your order 302937386"
537,neutral,I cant find you in DM send me one I will reply from there
1437,neutral,Am in Nairobi
1146,positive,Thank you Cm am sorted.
680,negative,"@JumiaKenya I got a refund voucher worth 3749/-, but when i use it, it says its worth 949/-. Kindly help"
1785,neutral,I used an existing Airtel sim card but got 100 mb only.
89,neutral,@JumiaKenya do you guys have Innjoo Halo 3 i wanna purchase it????...
1617,neutral,Sorry. 306822996 is the correct one.
569,negative,"@JumiaKenya i would like to cancel this order 305639586 , its been 3 weeks. Your service is getting poorer by the day."
647,neutral,301746186
335,negative,@JumiaKenya i would like to cancel order 304898276. Thanks
496,neutral,Does tha mean that i can go and pick it like right now ?
105,negative,@JumiaKenya hi. My order was cancelled and I still received a message saying that it was ready for collection. Kindly advise.
1580,negative,@JumiaKenya You promised that this order 307264286 will be available at Rongo posts on 25th but I've not got any communication.
645,negative,But you didn't indicate this during the time I was placing the order
1210,negative,@JumiaKenya Still waiting for this
816,negative,@JumiaKenya kindly requesting you to send back my money if your not willing to serve me??
673,negative,here's the pending order... pic.twitter.com/IwCzpRI3Jg
802,neutral,thats the order pic.twitter.com/Dnbn4O0Oom
925,neutral,@JumiaKenya Please check on the status of order number 301131586 .
333,negative,@JumiaKenya Cheap is expensive; even after warranty still bearing stress of cheap phone. Am starting to be weary of your source.
1182,neutral,"@JumiaKenya hi, my package is to be delivered today, but am not around, I'd like it to be delivered tomorrow, the is ADA-301715786-4TK"
86,negative,@JumiaKenya 308661476 why is it taking ages to deliver? ama SGR aliharibika?
34,neutral,"Its fyn, just hoping I get #PES2018 in your store ."
152,neutral,The 50% off??
988,neutral,"@JumiaKenya hello, are you open tommorrow? Date 7th august monday..."
262,neutral,okay lemme check
1228,neutral,"so which would be the 4th day, please?"
1190,negative,"@JumiaKenya how does it work with you guys..I mean, I placed my order but until now..still got nothing.."
378,negative,"Correction kindly note, it is not are in transit but rather forced into transit after I complained. I will never prepay ever again."
970,neutral,@JumiaKenya . I would like to send someone to pick a parckage for me. What is the required procedure
1665,neutral,301881896
745,neutral,@JumiaKenya can i get an infinix zero 4 battery and at how much?
233,neutral,"Hi, I did collect my ordered package this evening I appreciate a lot. However the bluetooth indicators on speaker seems not to be working"
247,neutral,@JumiaKenya do you sell Apetamin syrup
490,neutral,@JumiaKenya how long does a package get to the pick up point if it the order was made on Tuesday at 6am?
1705,negative,"And how sure I am that the one posted now, won't be out of stock once ordered. Take heed of due diligence for items on your site"""""
4,negative,@JumiaKenya please respond to my dm
1521,negative,Is the delivery still going to be made today coz I avnt even gotten a call from the person making the delivery
1167,neutral,303815196 thats the order ?placed on july 10th.
1696,neutral,CBDP-30682296-LZU
1387,negative,I just want to know how you count yours hours. It's past 72 hours already and I haven't received the refund yet
836,neutral,"following our conversation, here's the order #303624386"
777,neutral,@JumiaKenya where you located in Bungoma
870,neutral,@JumiaKenya pic.twitter.com/xLqmiw0zaS
380,neutral,3
53,neutral,"@JumiaKenya i placed my order yesternight, can it be dropped at chuka tommorow?"
1398,negative,@JumiaKenya Kindly please cancel my order #309624886
124,negative,@JumiaKenya Please cancel order with no 306293676.
1796,negative,Even worse. How long do you people take for a return.... Its been more than 24 days already... Call me on 0724133834
1160,negative,I didn't get the confirmation
464,neutral,OB28/18/8/2017
799,negative,@JumiaKenya this is exactly the reason why I'm quitting jumia soon pic.twitter.com/nHsz6fwcaP
1567,neutral,okay
167,negative,@JumiaKenya I am disappointed that my order has not arrived 2days later. I doubt I'll use this service again.
269,neutral,"Since you didn't have partnership with Kabarnet Posta, I decided to order the item to Nakuru. I will be there on Friday on other duties."
1804,neutral,@JumiaKenya i have made a purchase and i wanna pick it up asap. Westlands.
1649,neutral,"@JumiaKenya hi I need infinix x601, am in keroka"
576,neutral,@JumiaKenya can i get the blue color cord for ALLWIN Replacement L Jack Cord AUX Cable Wire for Beats Solo Studio HD-Generic
410,neutral,"@JumiaKenya I ordered an item with the order number 302242276,please confirm it,thank you."
116,neutral,305634276
778,neutral,@JumiaKenya follow for DM
910,neutral,"@JumiaKenya I ordered yesterday, I hope to get a delivery today"
1430,negative,"apparently, they were not cancelled!?"
1086,neutral,@JumiaKenya i want to cancel an order
1697,neutral,CBDP-30682296
1192,negative,@JumiaKenya kindly check my responss
555,negative,"You are kidding, no? Why didn't you just inform me earlier? I spoke to someone who said my order will be ready today. Jeez."
1457,neutral,"Ticket No. 12595,"
1482,neutral,That is already very clear to me.
1562,negative,@JumiaKenya hey i would like to purchase a phone but pay on delivery. I can't see that option on the app pls help
386,neutral,@JumiaKenya I would like to know the status of my order. Order number is #307788476
1159,neutral,Still seeking clarity on this
151,neutral,chemagel sotik is a delivery station sio home na ntaendea uko bado
862,neutral,so how will i know when you guys resume work?
1650,neutral,But you receive cash on weekends though
1314,neutral,Alright. Thanks.
90,neutral,Je can i get this pixi......
795,negative,That's not fair u r not picking my call. After yesterday pple r back to work u guys r still letting us down plz call me or reply 302611986
1227,negative,I know where the location is... Not my first time to order. The problem is that the location is not listed on your website. pic.twitter.com/M0mK0zcFzw
1799,neutral,Noted
894,negative,No call yet #badservice Is your town office open so that I can collect my package? I need directions to it.
60,neutral,"@JumiaKenya Hi, someone using 0723334065,0790648430, 0708126977 has conned my innocent friend who was purchasing a phone. Are thy ur agents?"
881,negative,From 25th July to date? What happened to the 48 hours you people had told me earlier?
1446,neutral,"Sure, the order no was: 308537212 and I ordered it on 09 Jan 2017"
895,negative,@JumiaKenya I would like to cancel my order. No one is answering at customer care. Please assist
1252,negative,@JumiaKenya how do I get a refund for a cancelled order? Been trying to contact you through your customer care line in vain.
1063,neutral,way forward coz am.travelling by 2
1372,neutral,"@JumiaKenya Hi. I have made a purchase, my order number is #306143886. How soon can I get the order or can i pick it up myself?"
901,negative,@JumiaKenya why are my items not delivered to the client since last week saturday. Its been over 10 days whats not happenning.?
613,neutral,USB CABLE wasnt part of the order ????????
1231,negative,@JumiaKenya just process my money back.thank you for the poor customer service.
1417,neutral,I wanna order something online how do I do it...thanks
516,neutral,Hi 302611986 where has it reached?
691,negative,@JumiaKenya Good morning. Kindly confirm the status of the following order I placed a week ago. 308957186 is the order number.
1763,neutral,@JumiaKenya I did send you a DM
1601,negative,hahaha jumia sells unga at 5/= and you have to part with 300/= for delivery or on drop points
181,negative,Details.... Hadi mtu halali
1256,negative,@JumiaKenya I am a first time customer and extremely disappointed by services. Check your customer care email ASAP!!!!!!!!!!!!!!
315,positive,I have been contacted by call and sorted thanks
1526,neutral,@JumiaKenya what's the status of this order 306844196
655,neutral,@jumiakenya I made an order and would like to change the colour of my laptop. I prefer red/ champaign colour
754,negative,"No I can't wait that long its almost 10 days please if u can't do it by tomorrow then send me my fon back, u guys don't want to cooperate"
781,negative,"Just wondering whether you guys confirms customer's orders during packaging, I feel like I have been lied to. poor customer services"
1251,negative,@JumiaKenya hey guys i ordered a shoe size n'a hainitoshi any help u can offer
1225,neutral,"The delivery service called at 7am on Saturday, which we missed. When they answered our call later they said it was too late to deliver."
1448,neutral,"the order number in subject is 307946986, so what is she supposed to do?"
538,neutral,can I DM you
1352,neutral,beauty
888,neutral,ok then
1103,positive,Thank you very much for the assistance rendered.
1023,neutral,actually that's not true.
579,neutral,"Ooh, so I can pick it up today at TRM?"
1603,neutral,"@JumiaKenya hi, kindly confirm if this order was placed as an agent. 306225986"
1540,neutral,I want to pick it myself from a pickup station in Nairobi. I don't want it to be delivered.
864,neutral,"Any updates of my phone please , am already missing it, if its okay release it so I receive it 2moro and enjoy my weekend.waiting 4 ur reply"
10,negative,@JumiaKenya still waiting for your reply....
909,neutral,@JumiaKenya kindly i need to make an enquiry..
1364,neutral,I have made a fresh order of the same items
1218,negative,"You keep apologizing and looking into the matter, it has been4 days now with no http:// resolution.you guys sound like a broken record."
1584,neutral,@JumiaKenya Morning guys. Wanted to know the progress on order no. 309939996 thanks.
1480,negative,"@JumiaKenya You're one stop shop for apologies, apology vouchers and unfulfilled orders, get yours today at http:// jumia.co.ke"
890,negative,@JumiaKenya hello I cant get option of pay on delivery
1394,positive,Thank you !hope It will serve me for sometime well
1351,negative,@JumiaKenya Have been trying to call Jumia offices on all the various numbers you have provided online. No one is answering.
635,neutral,"@JumiaKenya what's the price of a Samsung 32 TV?"""
657,neutral,Send the invoice to Faithkibet95@gmail.com
191,neutral,"USB-C,Phone Battery,Phone Cover all locally available delivery in Nairobi opposite General Motors off Mombasa Road. Or have terms changed."
353,negative,"@JumiaKenya Hi,would like to return a bluetooth speaker that was delivered in faulty condition. Order no. 302794186"
1052,negative,Feedback?? It's been over 2 weeks
148,negative,then that fee is higher expected
1212,negative,You realize that I initiated the transaction on 28th July. Kindly deliver the item latest tomorrow.
1594,neutral,Tena mtaficha #UngaYa5
1253,negative,@JumiaKenya whatw wrong with your customer service.i launched a complain and its a month now no satisfaction from you am highly disapointed
929,negative,Guys mko n'a shida gani n'a parcel yangu do u think we gote whole day to beg u respond to us
1450,neutral,what do u mean by accept one yet none of them is the required item?? check again 307946986
476,neutral,@JumiaKenya Do you sell a Mannequin Necklace Jewelry Display Holder? Like the one shown in the photo. I would like to place an order. pic.twitter.com/H6Wtbl7oeU
179,negative,@JumiaKenya I bought Skyworth Smart TV on 18.05.2016 order no. 304325762 and now it is showing dark screen on the upper side. Assist please
1333,neutral,@JumiaKenya how do I follow up on Warranty for items purchased on Jumia?
1164,neutral,what is the service center name? Is there a place where I can read more about this procedure / number I can call to clear this?
122,negative,@JumiaKenya why can't I get kisii pickup point as an option when purchasing
744,neutral,The email says 3-5 business days...
848,neutral,The order number 302719186. I got a mail saying it's been cancelled..I'd like an M-PESA refund so as to check other options.
1003,negative,I'm really disappointed. You should have told me the delivery is not going to be made today instead of giving false promises.
1561,neutral,"Okay, thanks. I also wanted to know are you incorporated in Kenya?"
70,neutral,kitengela iko kajiado North ama wapi mie ni mgeni uko
314,negative,"Same error with Mozilla, had earlier tried with Chrome"
1235,neutral,Can you deliver my order?
112,negative,"Ooh, and kindly advice those concerned to pull down ads of items that are confirmed not to be in the stores"
1308,negative,@JumiaKenya Hi jumia. I can't find BOMET on the drop down menu of pickup stations. Kindly help. Call me on 0727110271
989,neutral,@JumiaKenya Which colours are available for XTIGI Desire1
432,negative,Okay but you didn't tell me the price
510,negative,I have been waiting for long for you to have special offers on phones and tablets but nothing.
590,neutral,308736386
38,neutral,"@JumiaKenya Hi, I'd like to cancel an order. Kindly advise"
748,neutral,OK. I'll be waiting for your feedback
360,negative,Okay that is expensive than I thought
1183,negative,@JumiaKenya FYI the returns section on the website doesn't work.
1299,neutral,"@JumiaKenya I need you assistance, let me dm you ASAP. Thanks in advance"
1286,negative,I guess I will just have to call your customer care then.... Since you really not feeling too forward with an address
1276,negative,@JumiaKenya Im so unhappy. It's a week since a refund of order 309743686 was to be effected within 48 hours. Leo I'm told to wait for 48hrs
523,neutral,So I can pick it
1396,neutral,"Dear JUSTUS, Payment of KSh 8699.00 to http:// Jumia.co.ke has been received. Please check out online. Your Code: LGM3N63HEP."
1263,negative,@JumiaKenya you guys have cancelled my order but haven't refunded me my money 4ne number is 0703743321 .... Assist me please
250,negative,308211986 and dont just ask for the sake like you did last time. You need to send the package or return the money
514,negative,One Jones who was my desk mate and will dozed even during the 1st lesson #HelmetOn
723,negative,Order 305394586. There were two items. I already received one last week. The other one is yet to reach me-the one from overseas.pleaseadvice
287,negative,Eeh maze you never answered
1065,negative,@JumiaKenya Hi it's now 6 business days since I ordered...still haven't received the package MAD-307311986-W3I.
43,neutral,305657976 Email kennmag40@gmail.com
832,neutral,appreciated. kindly send me the link again
32,negative,@JumiaKenya I am still waiting to hear from you on the faulty Amazon Fire Tabs I purchased weeks ago. You are ignoring my emails!
734,neutral,"Paypal Receipt No:1272-3504-6152-6731,Paypal Invoice ID: 307954386, order number:302954386. not sure where to find the transaction code"
902,neutral,Check your DMs and call me please
422,neutral,please cancel i re-order
1721,negative,@JumiaKenya I've been trying 2 call ua lines and none has been picked.The poorest of customer care service i've experienced.Kilimall's cool
517,negative,@jumiaKenya My order no is 308891886. You are taking long to deliver the product why! it is now 20 days .... since I ordered. what's wrong
876,negative,I think the wrong order was cancelled. I ordered two other products that reflect as cancelled and the order I want to cancel is still there.
14,negative,Have received XTIGI Joy7 only.16Gb Hp flash disk was not there and amount paid was sh7608
201,negative,"@JumiaKenya where's the physical location of your stores, ur phone numbers linked to answering marchines, unable to inquire about aproduct"
1452,negative,@JumiaKenya aye jumia need to DM kindly follow back
1140,neutral,ok thanks...I actually wanted to buy the generic flower white and black headphones...which is the best or better yet which would u recommen
930,neutral,Paying once you receive your ordered goods
1604,negative,Thats not fair
707,negative,@JumiaKenya i made an order and paid via ipay last week till date no confirmation call nor delivery call has been made. What is the problem?
206,neutral,@JumiaKenya HI my name is ISHIMWE Anthere i was trying to order some stuffs but i can't see that option paying on delivery please help me
828,neutral,Unfortunately I was away from my phone at the time.
1072,negative,Hi it's now 6 business days since I ordered...still haven't received the package.
1304,negative,It is not charging nor showing anything on the display. Kindly send someone to have a look a it
1101,positive,"Yeah,Iam sorted by your polite helpful agent.thanks"
424,neutral,I was a day scholar
401,neutral,@JumiaKenya do you have the Tecno Boom J9?
1568,negative,@JumiaKenya Hallo guys. How long kwani does it take to make delivery?
1359,negative,"@JumiaKenya hi so I ordered something on Monday, and I haven't received a delivery confirmation Message"
696,negative,@JumiaKenya I've been instructed to pick my package at the CBD yet that is not my location and you have charged delivery. Why?
1395,neutral,"What is the total cost including ferring charges? Microdisk card 16gb,"
936,neutral,I'd bring me and Janet
251,negative,very poor customer services especially when returning products
1327,neutral,GoPro order no. 301621532
470,positive,Thank you!
787,negative,I don't want a voucher! I had requested for a refund! They said they would Mpesa..still waiting
1701,negative,"Can I get timelines please, it’s already a week"
448,negative,@JumiaKenya hi; haven't recieved my package yet. i placed my order on 4th of august
961,negative,@JumiaKenya I made an order on Tuesday last week and av not received any feedback please assist order no 308231786
1503,negative,Your flash sales are shitty as hell. Reducing an item's price by 500 shillings then charging 600 shillings for shipping.
253,negative,@JumiaKenya You are very annoying with returned products and poor customer services. How can one call and you don't pick a call and you know
1681,negative,@JumiaKenya It been almost a month since I placed my order and no communication yet
1659,negative,i had made an order returned order no 304323496. returned it on but 24 days are almost but no feedback
671,neutral,any feedback??
1156,neutral,301792586
1441,negative,"@JumiaKenya I made this order 305242686, paid for it and more than a week now I have never been informed about it"
821,negative,@JumiaKenya I just Want to know why did the guy ysend to deliver my order pretend that he called me and went back with my order clarfication
1576,neutral,@JumiaKenya Hello Want to know when my order is going to come? order no 306142986
128,neutral,@JumiaKenya Hallo Jumia. Any chance? pic.twitter.com/1QFa1Vsltb
1786,neutral,@JumiaKenya Hi Jumia which is the nearest service center for Innjoo phones. I need one urgently
492,neutral,"Sawa tell me, where is order 301666586? It's more than 15 days now, I should be hearing word about the delivery already"
399,neutral,@JumiaKenya Do you have an adapter for this plug? pic.twitter.com/nPncAORedd
156,negative,please cancel this two orders since we considered other markets and acquired them 306586676 303594276 Since you took so long
701,negative,"my order 308435186, delivery Githurai 45. Almost a week now"
1240,neutral,"OK, thanks."
1666,neutral,@JumiaKenya pic.twitter.com/SKhzmt0VQg
336,neutral,@JumiaKenya Afternoon Jumia.Kindly inform me of the availability of Yepo laptop 13.3inch worth 18000.Are they still available?
26,neutral,@jumiakenya Sports and Fitness Week? Where is the Merchandize? https://www. jumia.co.ke/jumia-sports-w eek/?source=W35_S …
1154,negative,"Refund appreciated. The inconvenience and lack of honesty, Not."
551,neutral,Okay thank you. So how long is this going to take ?
1233,negative,"You didn't ask what the delivery issue was, so how will you improve it?"
1177,positive,"Nope I'm good, I sorted and managed to buy"
1513,neutral,Okay thanks I will
161,neutral,Hi . Do you offer Tecno L9 within ur Kisumu shops? And how much is the cost
1777,negative,@jumiaKenya I want to return a product order number 301274686 because it seems to shut down now and then
1498,neutral,"Yeah, I purchased it from your store. Kindly can I be able to get the spare accessories?"
1555,neutral,"Okay, do Twitter and email suffice as means of notification?"
66,negative,"Hi Team kindly cancel, i required it urgently and have bought it elsewhere, thanks"
1465,negative,@JumiaKenya and remember your customer care numbers are being disconnected.
827,negative,Hello Kindly check for me order no #302668686 was returned but I haven't heard from you guys
1444,neutral,"@JumiaKenya when are u getting the stock for Nokia 3,5,6 ?"
1247,neutral,@JumiaKenya hey small shoe received how do u Help about that return ?
905,negative,@JumiaKenya I came on monday you told me to come back on Thursday but here I am and your Office locked
387,neutral,@JumiaKenya when is the JForce coming
769,neutral,ok.thank you
618,neutral,@JumiaKenya today is my birthday..
1717,negative,why has it taken this long when my previous orders took only a few days??
999,neutral,@JumiaKenya I need some help
814,negative,@JumiaKenya i have issues on item refund since 6 August and i haven't gotten any responses since kindly take a look on it
1658,neutral,no i had not
1428,negative,@JumiaKenya i have been waiting for my order since July 12th when you guys confirmed it had been shipped. Why is it taking that long?
106,positive,Thank you.
880,negative,"So your refund policy on your website is baseless and I should disregard it? I didn't even pick the product, simunirudishie doo"
367,negative,How will I save 350 and yet delivery fee is 300
1048,neutral,Where is the westlands pick up point?
511,negative,Of late jumia is just boring and not worth it
893,neutral,306337486
1643,neutral,@JumiaKenya @AIRTEL_KE how do i claim the Alcatel pixie mbs i bought from jumia?
1185,negative,@JumiaKenya two products to return from one customer in two weeks doesn't look very good. No? Infinix phone neither reads nor composes SMS.
559,neutral,@JumiaKenya order 304688386 kindly update.
812,negative,"@JumiaKenya hello, awaiting my order 307535186?"
2,neutral,@JumiaKenya Hello. can order 305366876 delivery be done on Monday?
180,positive,"@JumiaKenya Hae,I had left my phone and found that your missed call.. please if the package is ready i'm also ready please"
718,neutral,I need assistance in canceling an order
834,neutral,"@jumiakenya just to inquire, what's the current status of O.N 302563186 ?"
48,negative,"@JumiaKenya hi, bot a X TIGI UP+1 last month, of internal mem of 8GB, after connecting, am surprised to find out it has an actually 4.31GB."
1554,neutral,"Okay, thanks"
643,negative,"But mine is not showing, don't know which website you are talking about photo shot of my order suggest so"
1139,neutral,"The university is closing for elections and opening much later, can I come for my package at CBD?"
784,negative,"well, 48 hours are almost over, no one has come to collect the item. So am wondering what's wrong."
28,negative,@JumiaKenya what can I do so that i opt out of your mass marketing message service? It's getting annoying please
529,neutral,308652752 pic.twitter.com/fZuIrMLE9V
1542,negative,@JumiaKenya please inform when my order will be delivered becoz am about to cancel it. order no 304949686
150,neutral,sitaki home delivery
1366,negative,"@JumiaKenya my order no. 306289396 was cancelled but not whole amount was refunded. My coupon is sh 19,319 instead of ksh 21959."
393,positive,Issue being looked into ^Jamo
1061,neutral,@JumiaKenya Hello? Do you open on Saturday?
1098,neutral,@JumiaKenya when will Jumia Order 302867786 be ready for pickup ? Thank you in advance
1197,negative,@JumiaKenya Also can't you have a specific time for delivery. One can't seat in the house the whole day waiting for their delivery
1435,neutral,"@JumiaKenya Team, kindly advice on the status of Order 306639986."
601,negative,"@JumiaKenya after placing an order what happens next? who calls the other, me or you?"
687,negative,"OK, so now I'm stuck on 'your payment is processing' and if I try a new order, the coupon is not recognized. So now what?"
1534,neutral,I don't think you understood me.
1031,,
1079,neutral,"Good morning, could you please confirm if my order is in transit.."
1771,neutral,@JumiaKenya ebu confirm Kama ni ukweli pic.twitter.com/GFgGbCFO3K
879,negative,Should go pick it up and bring it to your warehouse? I am tired of you people giving me excuses! It was CM now you NW. Nkt am so mad
1268,negative,@JumiaKenya Are these prices for real? I suspect a pricing error. That is over 1828 dollars. pic.twitter.com/a6gXwAxWro
1321,neutral,"@JumiaKenya What's the cost of getting ordered goods outside Nairobi, place like Laikipia? pic.twitter.com/SolqTqiG89"
1468,negative,@jumia why did you supply me one for UAE knowing very well am in Kenya. That is conmanship
1582,neutral,@JumiaKenya kindly confirm the status of return of an order I made on a blue trouser order no 303456596
484,neutral,@JumiaKenya I can't find any ACCA books on site... are they out of stock?
1679,neutral,@JumiaKenya kindly comfirm the statud of the order #301245686
168,neutral,"@JumiaKenya Hello, naeza pata infinix smart x5010 at ksh 6000"
968,neutral,@JumiaKenya hey can u confirm the state of this order pic.twitter.com/MtZBau7a7z
1630,positive,Thanks have sorted it out
170,neutral,@JumiaKenya lenovo A2020 Price
1127,neutral,"@JumiaKenya Hello, could you please share with me the status of that order. Is it underway?? pic.twitter.com/xYYOaY6QO1"
641,negative,Why are my order details different? The order details reads 1-4days
27,positive,Thank You
1680,neutral,@JumiaKenya I bought an infinix model X557 from you 2 months ago via order ADA-301331146-UCR. This phone is dead!! is there a warranty?
1586,neutral,Right. I'll be waiting
306,negative,"2nd August, haven't tried again since."
966,negative,@JumiaKenya 306912186 imefika wapi no confirmation was sent
1570,neutral,okaay
245,neutral,306434676
845,neutral,"Thank you when can I possibly get it, next week?"
545,negative,@JumiaKenya what's the status of this order 308777386. I haven't heard anything from you since 14th.
1291,neutral,"Tuesday (25th July),and because I have the station assistant's contact, I called him on Friday 28th & he hadn't received my parcel"
952,negative,"@JumiaKenya i ordered for something last week on monday yet it was supposed to arrive in 3 days. Your number is out of reach, whats up?"
169,neutral,how much is this
1657,neutral,Do make contact when the delivery is made. Appreciated
1186,negative,"@JumiaKenya hey, what is this message of you cancelling my shipment at 11:02 pm?? Last time this happened the money was never returned."
1530,neutral,Where do I take it then?
1016,negative,Changed my mind on the purchase I made.
1137,neutral,should I expect a call from you guys?
1776,negative,@JumiaKenya did i have to say u guys are conning me 4 u to DM me back. Now check my reply b4 u offer yo fake ass apologies! Nonsense!!
833,negative,@JumiaKenya You said you'd process my voucher within 72hrs that was 10days ago. I've tried to inquire about it but you no longer respond
1564,neutral,Okay but the 21 days max are elapsing this week..
773,neutral,@JumiaKenya Do you guys have cases/covers for General Mobile 4G Android One phones?
1097,negative,@JumiaKenya My refund is long due. I need my money back pic.twitter.com/R9HxcSVnEj
725,neutral,ok
527,neutral,@JumiaKenya can you guys check this order for me?
1432,neutral,Am okay boss
1614,negative,@JumiaKenya Snob huuh! I skipped class today but you don't deliver. https:// twitter.com/idzastar/statu s/889837027012882432 …
1184,negative,"Morning guys. Received the item on 28th, but it doesn't work at all. Can I get a refund?"
897,neutral,@JumiaKenya trying to reach you guys. Do you have MLB The Show 17 in stock?
381,neutral,@JumiaKenya what's the status of my order? 302724276
1479,neutral,Alright. i await your call. thank you
1460,negative,"Why all this processes and we had deliberated in this in call, please note we were very patient with the orders with the delays that were"
320,neutral,"Ok, i hope i will be notified when it's ready for collection"
994,negative,"The edges are not silver in colour as shown in the images, OS is not Ubuntu, and it does not have a 10/100 RJ-45 Ethernet network port ."
1668,neutral,305173496 there you go
869,negative,"@JumiaKenya what happened to my delivery? Its now 7 days and no communication,no response to my email, no picking of calls..."
913,negative,@JumiaKenya I have emailed you more than once over an order I Placed. Nobody has contacted me. Why? It's urgent.ORDER 308879186
967,neutral,@JumiaKenya pic.twitter.com/p54U9Hfc1R
757,negative,"@JumiaKenya Hi, is your customer care personnel partisans of Odinga and decided not to go to work? #noonespickingup"
71,negative,3 days??? Can i cancel it?that's too long
318,neutral,GS: there's is no space before the email address as you. Kindly check again
927,neutral,pay when u get ur package
1008,negative,the actual appearance of the laptop on the web images are nothing like what I received.
407,neutral,nokia 3310
231,negative,@JumiaKenya how do I cancel an order?
663,neutral,@JumiaKenya Is this true? Was just aBout to become a client https:// twitter.com/thiskindgirl/s tatus/897433287089684480 …
1014,neutral,@JumiaKenya hi.Kindly update me on rectification of a return of a product made recently after consulting customer care.Order no 307245886
198,negative,"@JumiaKenya Hi, is Lightwave Tv smart TV? I bought one during flash sales and I am still forced to use the decoders. Emails aren't replied"
573,neutral,Please call the owner
581,neutral,@JumiaKenya Hi. I bought a laptop a few weeks ago which has suddenly stopped working. It had a 1yr warranty. The order number is 302359196
1360,negative,@JumiaKenya If i dont get Order 307217196 by monday; please start processing my money back.
176,negative,Okay. Will look for a local source.
210,neutral,305648676
351,negative,@JumiaKenya do you guys still pick calls from clients
117,negative,@JumiaKenya your lines are busy. I want to place an order.
337,negative,"@JumiaKenya call me please, i have a problem with my order. 309393476"
1490,negative,You have many hidden charges
980,neutral,@JumiaKenya hello kindly conform the Jbl portable Bluetooth speaker is not generic
819,neutral,"Thank, will be waiting"
1700,negative,The refund is taking too long and I need to order new ones asap. What's up?
1087,neutral,ok thanks
308,negative,i prefer getting the full amount in cash back so that i can source for the product elsewhere right away
24,negative,this phone doesnt have a screenshot option...
1474,neutral,"@JumiaKenya Hi, is it possible to cancel an order made yesterday?"
1034,negative,"Problem is I've received phone queries on my order since 2 Aug. Today, 1 out of 19 items was delivered. The remaining 18 are more important"
1407,positive,You are spoiling us...
35,positive,Okay cheers. Thanks
1671,negative,Its OK looking forward for the refund
1515,negative,I've just opened it today even before using it and that's what I get. It was delivered like that.
1571,neutral,Yes I returned the item to the pick point at Posta athi river
1302,neutral,DZ09 - 1.56 Smart Watch - 128MB ROM - 64MB RAM - 0.3MP Camera - Black and SI2084 - Dry Iron Box - 1200W - White
136,neutral,you can call me on
1687,neutral,306364486
1055,neutral,"@JumiaKenya how so I reach your customer care? I paid 11,070 kshs instead od 1,070 kshs for an order."
535,negative,I already picked those. What I'm concerned about is why you're taking a whole month to deliver items that I should already be having.
717,neutral,307958386
672,neutral,Could you direct me to a place in Eldoret town?
735,negative,@JumiaKenya i would like to buy the Tecno Camon Cx 5'5. Are there any other colours?
750,negative,Am still waiting for your reply or call
685,neutral,Sent.
1153,neutral,@JumiaKenya do you guys have any blackberry phone in stock??
1654,neutral,@jumiakenya i wanna buy a phone from you. where are ur offices?
839,negative,"It hasn't been an exciting shopping experience..plus if an item is out of stock, why should it still be on your website?"
1035,neutral,Its at the pick up point? I'd appreciate as it will be able to serve its purpose in time
1237,negative,"@JumiaKenya Hi, I've just had an order canceled bc of your delivery service's incompetence. This is the second time. Won't be coming back."
1797,negative,"@JumiaKenya Hi, still waiting for feedback on returned order no: 303461486"
1196,negative,@JumiaKenya If the delivery system isn't good then your clients will just prefer to buy their products from the supermarket.
417,negative,"called them, didn't seem to know anything about Jumia. You said you'd get back about questions on the screenshot. Still waiting. pic.twitter.com/GFuAX1XLBf"
46,neutral,@JumiaKenya pic.twitter.com/W17np2JIcu
584,neutral,Periscope
589,neutral,304752476
